label,text
negative,masuk ke gelanggang bukan untuk membela nasib rakyat atau menyelamatkan negara seperti mana mereka canangkan tetapi sekadar mahu memenuhi nafsu politik merebut kekuasaan yang seolah-olah tidak mampu dibendung lagi.
positive,"Sebenarnya saya tidak ada niat lain tapi saya bangkitkan dari segi keluhuran undang-undang sahaja,"
negative,dilihat memakan diri dan memberi kerugian kepada parti itu.
negative,Ini pun dah tak demokratik dah
positive,wamenlu ri juga mendesak agar apec dapat memperkuat kapasitas dan produktivitas petani serta nelayan kecil lewat teknologi dan inovasi memperkuat akses pasar bagi mereka dan upaya penghapusan tarif produk pertanian
positive,Jangan terpengaruh dengan pesanan-pesanan negatif daripada orang yang tidak mengenali diri anda
negative,"Kalau kita sibuk nak merampas kuasa mustahil kita nak kecapi apa yang kita dapat hari ini dan negara jadi kucar-kacir,"
negative,siasatan mendalam terhadap insiden itu kini sedang dijalankan.
positive,"Mereka juga menerangkan tentang cabaran-cabaran dihadapi pihak hospital dalam memberikan perkhidmatan kepada masyarakat, dengan cara ini imej dan peranan hospital dapat dipertingkatkan"
positive,"jika hendak berpolitik atau memimpin negara, tiada masalah, asalkan mendapat kelulusan"
negative,"Sedangkan Agensi Tenaga Atom Antarabangsa (IAEA) telah sahkan ia selamat dan selepas habis pilihan raya, iaitu lima tahun, isu itu senyap dan lesu sama sekali kerana ia hanya digunakan untuk tipu kita"
positive,Jangan biarkan sebarang percikan kecil memusnahkan negara ini
positive,Kita juga menerima RM1 bilion untuk membaiki sekolah-sekolah usang di seluruh Sabah
negative,"Apa tujuan sebenar pembangkang, setakat nak jatuhkan kerajaan Najib?"
positive,"Insya-ALLAH kita yakin apa yang dibawa Tok Guru, Allahyarham Datuk Nik Abdul Aziz Nik Mat telah nampak keberkesanan"
positive,"Sepatutnya bila anda buat kajian, anda patut tahu apa sebenarnya komuniti (LGBT) ini, apa isu mereka, apa sebenarnya perbezaan komuniti LGBT ini"
positive,"Bukti memperlihatkan prestasi akademik di luar bandar kini adalah lebih baik berbanding bandar seperti mana sekolah di Bagan Datuk ini yang mencatat keputusan Sijil Pelajaran Malaysia (SPM) luar biasa, baru-baru ini"
positive,Kita juga akan lakukan kaji selidik mengenai calon itu kepada pengundi di situ untuk memastikan beliau diterima ramai
positive,"Ini merupakan perkembangan yang sangat positif memandangkan hanya 193,000 visa dikeluarkan bagi tempoh yang sama tahun lepas"
negative,"Memaksa mereka ponteng sekolah dan wajib hadir ke program politik adalah tindakan anti-demokratik,"
positive,sebaliknya kebajikan mereka jadi bertambah teruk akibat penghapusan subsidi dan kejatuhan kadar tukaran ringgit yang secara langsung menyebabkan harga barang dan perkhidmatan naik
negative,"Murid-murid sekolah tahfiz dieksploitasi untuk menjual buku-buku agama dan mengutip derma daripada orang ramai. Ramai yang menunggu di hadapan bank-bank, mengutipnya di kedai-kedai mamak, serta dari rumah ke rumah"
negative,"pemilihan calon adalah perkara sensitif dan sering timbul rasa tidak puas hati maka kesan negatif ini perlu diminimumkan, elak sindrom sabotaj dalaman."
positive,sebagai pemimpin saya sudah melakukan tugas dengan baik untuk rakyat dan rakyat sendiri sudah bijak menilai
positive,"Saya sendiri ada membuat kunjungan hormat bertemu Menteri Besar, Datuk Seri Mohamed Azmin Ali bagi membincangkan perkara ini"
negative,"Bahkan, apa yang lebih nyata Dr Mahathir mahu memindahkan kuasa mengisytiharkan darurat daripada Yang di-Pertuan Agong kepada perdana menteri dalam 1993 tetapi gagal"
positive,Kerajaan buat apa sahaja bagi menunaikan tanggungjawab kepada rakyat
positive,Kita akan jual terus rumah ini kepada penduduk guna konsep sewa beli
positive,"Pada dasarnya, penubuhan NTSB ini sudah dipersetujui Kabinet tahun lalu dan sekarang ini kementerian sedang menjalankan sesi libat urus dan perundingan untuk menubuhkan NTSB ini dengan jabatan dan kementerian yang terlibat dengan aspek kemalangan pengangkutan."
positive,"Oleh kerana peranan penting mereka dalam sistem ekonomi, bank mempunyai tanggungjawab tambahan untuk mengekalkan kepercayaan dan keyakinan orang ramai"
positive,Jika tanah ini sudah diwartakan maka tidak berlaku pencerobohan tanah rizab simpanan Orang Asli ini seperti pembalakan haram
positive,Apatah lagi penduduk negara ini terdiri daripada pelbagai kaum yang perlu dijaga keharmonian agama serta hubungan di antara kaum
positive,Suhakam dilihat sebagai sebuah badan yang berintegriti dan mendapat kekuatannya daripada mandat yang diperuntukkan di dalam undang-undang bagi melindungi dan mempromosikan hak asasi manusia di Malaysia.
positive,SPR dan SPRM sudah menyatakan komitmen untuk menjalin kerjasama bagi menangani isu kesalahan dalam pilihan raya khususnya berkaitan aktiviti kempen pilihan raya yang berunsur rasuah.mana-mana pihak yg mahu menyalurkan sebarang maklumat berkenaan perbuatan rasuah dan salah guna kuasa khusus dlm tempoh pilihan raya boleh diadukan kepada bilik gerakan
positive,Orang ramai juga diingatkan supaya mematuhi arahan pegawai-pegawai bertugas bagi melancarkan perjalanan
positive,"Defendan (Mohd Rafizi) seolah-olah ingin memberi gambaran bahawa LTAT tidak punya dana yang cukup untuk membayar gratuiti pesara-pesara tentera, walhal kenyataan tersebut adalah tidak benar sama sekali"
positive,"Sebagai penjawat awam, tuan puan adalah tulang belakang kerajaan dan segala yang kita (kerajaan) harapkan untuk membantu kebajikan rakyat serta membangunkan negara"
negative,Mereka anggap sebagai leceh nak terima laporan terutamanya apabila berlaku banyak kes misalnya kes ragut
positive,"Ini bukan kampung setinggan yang boleh dibangunkan secara sesuka hati, sebaliknya sebarang kemajuan wahima seinci pun perlu mendapat persetujuan semua tuan tanah."
positive,Karnival ini juga bertujuan meraikan usahawan wanita tempatan selain menyediakan platform kepada mereka untuk mempromosi produk yang dihasilkan kepada pasaran lebih luas.
positive,"Dahulu tiada soal (susah) nak dapat kerja, biasiswa, lesen dan (peluang) perniagaan"
negative,Itu memberi gambaran sangat teruk terhadap kita kerana kekurangan pendidikan.
negative,Saya fikir tak elok bagi seorang pegawai tinggi dalam Jasa mencadangkan seorang bertaraf menteri supaya letak jawatan.
negative,berjaya dan menenggelamkan pengaruh media konvensional atau media perdana
positive,Sekarang kalau BN mendahului pun dengan peratus yang kecil.
positive,Pelan awal ini bertujuan membolehkan penumpang tempatan yang mengambil penerbangan domestik berlepas ke destinasi antarabangsa lain tanpa melakukan daftar keluar bagasi mereka di terminal pertama
positive,"Saya menyokong penuh permintaan menghapuskan Jakoa dan menggantikannya dengan satu badan diketuai Orang Asli, untuk menjadi pelopor dalam usaha penambahbaikan kehidupan Orang Asli dalam pembangunan arus perdana di Malaysia"
negative,"Kalau nak dikatakan berjuang untuk baiki negara, mereka jugalah diantara yang pernah meruntuhkan negara satu masa dulu."
negative,memohon untuk menjadi pencelah dalam kes saman berkenaan atas alasan kesemua barang kemas yang dirampas adalah milik kerajaan Malaysia dan ia dibeli menggunakan wang yang dicuri.
positive,international permanent peoples tribunal yang bersidang di kuala lumpur juga telah memutuskan kerajaan myanmar bersalah melakukan genosid terhadap masyarakat rohingya dan minoriti muslim lain
positive,"Saya tahu Yang Berhormat (YB) Rafizi kini mempunyai seorang pemimpin besar yang baharu, yang terkenal dengan amalan kronisme dan nepotisme"
negative,Saya bimbang lihat pengguna jalan raya yang menggunakan telefon bimbit terutamanya penunggang motosikal. Ini adalah satu tindakan yang tidak wajar kerana ia boleh mengganggu dan membahayakan nyawa pengguna jalan raya lain
positive,raime terdahulu meminta kementerian kewangan menyatakan maklum balas daripada pelabur teknokrat dan usahawan as mengenai kempen mensabotaj mdb dan cubaan melemahkan keyakinan pelabur terhadap malaysia
negative,"tindakan memecat keanggotaan itu tidak akan memberi kesan kepada parti, sebaliknya akan membawa kesan lebih parah jika tidak dipecat."
negative,Pertumbuhan KDNK (kini) tidak bermakna kepada rakyat
positive,bogor goals merupakan inisiatif indonesia yang telah menjadi tujuan dan kekuatan pendorong kerja sama apec selama tahun dan akan segera berakhir pada stabilitas pangan air bersih dan perubahan iklimam fachir juga menekankan mengenai pentingnya kerja sama apec dalam menangani isu stabilitas pangan kelangkaan air bersih perubahan iklim dan ledakan jumlah penduduk
positive,"Undang-undang berkenaan sangat diperlukan bagi mengawal, membendung dan mencegah daripada berlaku kerosakan kepada masyarakat serta negara"
negative,Gabungan pembangkang PKR ditempelak supaya jangan pukul rata dengan mendakwa garis panduan tambahan yang diumumkan Suruhanjaya Pilihan Raya (SPR) semalam bersifat berat sebelah.
negative,Inilah antara masalah yang masih gagal diselesaikan oleh kementerian pelajaran
negative,Masih ada terlalu banyak penggunaan beg plastik
negative,"Kalau kita gunakan Akta Pengambilan Tanah 1960, kerajaan akan 'bunuh' legasi Kampung Baru yang selama ini adalah hak milik orang Melayu dan anugerah hasil perkenan Sultan Selangor."
positive,asean boleh dirumuskan sebagai satu pertubuhan rantau yang unik
negative,Masyarakat Orang Asli Temiar tidak harus dianggap atau dilayan seperti penjenayah atau orang jahat kerana mereka hanya melindungi hak sebagai rakyat Malaysia secara sah
negative,Ini kerana wujudnya satu permintaan yang ‘tidak benar’ yang mendorong kenaikan harga rumah yang akhirnya menjadi punca sehingga rakyat tidak mampu membeli rumah
negative,"Tambahan pula, mungkin lebih daripada seorang yang membuli"
negative,Jadi untuk menyediakan kemudahan asas ini terlalu sukar dan kita beri keutamaan kepada yang berdaftar dahulu
positive,"Harapan kita agar isu berkaitan golongan muda seperti pekerjaan, pendidikan dan perumahan diberi perhatian dalam manifesto yang bakal diumumkan itu."
positive,Mereka tidak menggunakan sebarang logo parti ataupun tidak berbicara sebarang topik politik. Mereka hanya hadir untuk sampaikan bantuan.
positive,Ini menyebabkan kempen menentang minyak sawit memenangi hati pengguna di EU
positive,"Ini untuk memastikan industri kewangan mempunyai tenaga kerja yang kompeten dan profesional,"
negative,Kehidupan orang Melayu terutama yang berpendapatan rendah di Johor bertambah tertekan dengan kenaikan harga barang
positive,bertindak pantas untuk menafikan mesej yang tular di media sosial berhubung terkorbannya seorang ahli Parlimen susulan penemuan sejumlah wang ditemui dalam kenderaan tersebut.
positive,"Sehubungan itu, KKM menyediakan perkhidmatan saringan kanser serviks dan saringan kanser payu dara secara percuma di fasitili-fasiliti KKM di seluruh negara"
negative,bank dunia berkata manakala ekonomi negara asia yang lain berkembang pesat ekonomi malaysia merosot kerana ia gagal menyesuaikan diri dengan suasana ekonomi dunia dan tempatan
positive,Saya harap jentera tahu tanggungjawab masing-masing
positive,"Sekiranya benar, aktiviti haram ini mesti dihentikan dan tindakan undang-undang diambil terhadap para pelaku dan rakan-rakan mereka"
positive,bantuan sewajarnya diberikan bagi membolehkan sektor-sektor utama negara yang cukup penting semasa ketidaktentuan ekonomi seperti sektor eksport agar dapat dirancakkan pada tahap tertinggi
negative,menggesa semua pihak supaya lebih bertanggungjawab dan sensitif terhadap pihak lain bagi mengelak berlaku kejadian tidak diingini.
positive,"Saya sudah beri macam-macam fakta, semua inisiatif diberikan kerajaan negeri untuk menjamin kelestarian bekalan air."
negative,Mengapa kerajaan tidak bangkitkan isu ini?
positive,Kementerian sedang meneliti cadangan itu dan mengenal pasti lebuh raya yang kritikal
negative,"Sedangkan kerajaan sekarang yang menjual aset negara seperti tanah, stesen jana kuasa eletrik, Proton dan meletakkan kedaulatan negara di ambang terumbang ambing"
negative,"Kepada yang tidak terpilih, walaupun kecewa tetapi berpada-padalah merajuk"
positive,"Saya lebih suka jika kita fokus kepada cara untuk selesaikan hutang negara, kadar GST akan dikurangkan di Malaysia bukan sebagaimana negara luar yang meningkat kadar GST bagi menyelesaikan soal hutang"
positive,Malah kerja keras semua ahli  jentera parti yang dilaksanakan tanpa henti selepas PRU13 lalu membuktikankesungguhan kepimpinan di sini untuk terus menabur bakti kepada masyarakat selain memastikan mereka tidak ketinggalan daripada manfaat yang disediakan kerajaan
positive,Tolong jangan lebih-lebih
positive, Lebih 95 peratus majikan Malaysia majikan yang bertanggungjawab
positive,"Antara penyumbang kepada faktor ini adalah, kesedaran penduduk terhadap kegagalan kerajaan Pas mentadbir Kelanta"
negative,"dalam keadaan sekarang dimana isu keselamatan sangat sensitif, lebih-lebih lagi dengan adanya ancaman daripada kumpulan pengganas, yang turut mengancam keselamatan dunia."
negative,"Saya kecewa dengan Umno, dalam kepimpinan Umno telah ditutup mata dan telinga sehingga tidak tahu menilai yang betul dan tidak"
positive,"Ketika sesi pengundian sedang berlangsung, ada ejen tempat mengundi yang menjaga kaunter pengundian"
negative,"Memang ceramah dia merujuk kepada sumber hukum tetapi tafsirannya berbeza, apatah lagi dia mempunyai pengikut yang ramai dan taksub"
positive,"Sebab itu kami (Pas) tawarkan dengan undi Pas, Islam selamat, Melayu selamat, Cina selamat, India pun selamat, semua untung dan dijamin kesejahteraannya"
negative,Peluang pekerjaan dan ekonomi yang dijanjikan kepada rakyat tempatan melalui projek mega seperti Rapid Pengerang dan Iskandar Malaysia hanya tinggal harapan di mana ribuan tenaga pekerja asing diambil bekerja di sana.
positive,Ini bertujuan meyakinkan peneroka Felda dan orang Melayu kononnya pelbagai isu yang dibawakan oleh saya dan pimpinan Pakatan Harapan yang lain adalah tidak benar
negative,Banyak (pemandu teksi) yang mengadu pendapatan mereka terjejas. 
positive,pemimpin-pemimpin myanmar mesti bertanggungjawab dan menerima hakikat apa yang sedang berlaku di rakhin adalah kekejaman dan pembunuhan beramai-ramai yang terancang
positive,"Ini juga menunjukkan baginda menggalakkan pewarisan, pemahaman dan pengamalan budaya Cina di Johor."
negative,"walaupun mereka mungkin berupa 'underdog', tetapi, sekiranya jentera parti bijak menyusun strategi, BN mempunyai peluang yang baik untuk menang, manakala calon berpengalaman seperti Zulhasnan dan Raja Nong Chik pasti mempunyai kelebihan, berbanding calon pembangkang."
positive,"Kita menegaskan kita tidak akan mengulangi langkah itu, dengan meyakini meskipun akan ada turun naik dalam tempoh jangka pendek"
positive,Kami akan terus mencari keadilan
positive,keseluruhan dana yang terkumpul akan dilakukan bagi menurunkan hutang negara.
positive,Perlu diambil tindakan terhadap yang bertanggung jawab dan mereka yang mendapat manfaat dari kerja merompak kekayaan negara
positive,"Terima kasih kerana menamakan  saya ""Bapa Perjalanan Udara Tambang Rendah """
positive,Sewajarnya Majlis Raja-Raja Melayu perlu memadamkan pesepsi ini agar rakyat tidak menyalahkan Raja-Raja Melayu atas kerosakan negara akibat dari kerajaan dan tangan pemimpin klaptokrat Umno-BN
